filename,genus_species,width,height
ZF6778-Candeina-nitida_obj00009_plane000.jpg,Candeina_nitida,195,201
ZF6776-Candeina-nitida_obj00006_plane000.jpg,Candeina_nitida,264,232
742676_ex307692_obj00463.jpg,Candeina_nitida,531,619
ZF6799-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,204,218
ZF6798-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,231,232
ZF6777-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,250,243
736360_ex307671_obj00111.jpg,Candeina_nitida,909,936
ZF6793-Candeina-nitida_obj00009_plane000.jpg,Candeina_nitida,196,189
ZF6775-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,194,212
ZF6798-Candeina-nitida_obj00014_plane000.jpg,Candeina_nitida,216,202
ZF6793-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,208,191
742709_ex307692_obj00511.jpg,Candeina_nitida,610,537
ZF6793-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,173,168
ZF6787-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,280,315
ZF6792-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,228,202
ZF6792-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,190,217
ZF6791-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,174,167
ZF6792-Candeina-nitida_obj00016_plane000.jpg,Candeina_nitida,269,222
ZF6790-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,259,272
ZF6792-Candeina-nitida_obj00011_plane000.jpg,Candeina_nitida,250,295
ZF6796-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,209,215
ZF6794-Candeina-nitida_obj00011_plane000.jpg,Candeina_nitida,187,209
ZF6778-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,256,265
ZF6797-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,228,236
ZF6794-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,201,218
ZF6781-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,246,240
727585_ex307643_obj00664.jpg,Candeina_nitida,473,473
ZF6794-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,186,208
ZF6778-Candeina-nitida_obj00011_plane000.jpg,Candeina_nitida,301,246
ZF6795-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,225,203
ZF6793-Candeina-nitida_obj00010_plane000.jpg,Candeina_nitida,211,175
ZF6791-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,215,187
743632_ex307696_obj00186.jpg,Candeina_nitida,729,665
ZF6792-Candeina-nitida_obj00017_plane000.jpg,Candeina_nitida,251,247
ZF6793-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,271,281
ZF6792-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,313,281
ZF6792-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,223,210
ZF6794-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,188,190
ZF6796-Candeina-nitida_obj00010_plane000.jpg,Candeina_nitida,215,226
ZF6795-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,327,238
ZF6778-Candeina-nitida_obj00010_plane000.jpg,Candeina_nitida,293,265
ZF6796-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,281,306
ZF6779-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,202,239
742355_ex307691_obj00478.jpg,Candeina_nitida,612,571
740670_ex307687_obj00108.jpg,Candeina_nitida,480,494
ZF6797-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,265,271
ZF6778-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,209,204
ZF6792-Candeina-nitida_obj00015_plane000.jpg,Candeina_nitida,285,294
ZF6798-Candeina-nitida_obj00008_plane000.jpg,Candeina_nitida,216,217
ZF6785-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,187,222
743441_ex307695_obj00127.jpg,Candeina_nitida,706,781
ZF6787-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,235,239
ZF6793-Candeina-nitida_obj00007_plane000.jpg,Candeina_nitida,180,218
745694_ex307701_obj00424.jpg,Candeina_nitida,279,418
743886_ex307697_obj00093.jpg,Candeina_nitida,489,527
ZF6780-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,217,230
ZF6795-Candeina-nitida_obj00007_plane000.jpg,Candeina_nitida,337,338
ZF6778-Candeina-nitida_obj00015_plane000.jpg,Candeina_nitida,329,313
727489_ex307643_obj00503.jpg,Candeina_nitida,755,771
ZF6794-Candeina-nitida_obj00007_plane000.jpg,Candeina_nitida,180,170
736283_ex307670_obj00746.jpg,Candeina_nitida,553,547
727270_ex307643_obj00102.jpg,Candeina_nitida,636,604
ZF6778-Candeina-nitida_obj00007_plane000.jpg,Candeina_nitida,190,197
741495_ex307690_obj00036.jpg,Candeina_nitida,739,701
ZF6794-Candeina-nitida_obj00012_plane000.jpg,Candeina_nitida,251,212
ZF6792-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,252,233
ZF6793-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,266,278
734971_ex307665_obj00305.jpg,Candeina_nitida,431,448
ZF6786-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,168,183
ZF6793-Candeina-nitida_obj00006_plane000.jpg,Candeina_nitida,202,203
ZF6792-Candeina-nitida_obj00013_plane000.jpg,Candeina_nitida,319,289
ZF6785-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,237,237
ZF6792-Candeina-nitida_obj00014_plane000.jpg,Candeina_nitida,225,224
ZF6790-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,228,188
ZF6798-Candeina-nitida_obj00009_plane000.jpg,Candeina_nitida,193,240
ZF6791-Candeina-nitida_obj00006_plane000.jpg,Candeina_nitida,230,237
ZF6793-Candeina-nitida_obj00013_plane000.jpg,Candeina_nitida,187,170
ZF6776-Candeina-nitida_obj00009_plane000.jpg,Candeina_nitida,224,257
ZF6791-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,231,243
ZF6795-Candeina-nitida_obj00013_plane000.jpg,Candeina_nitida,265,240
ZF6797-Candeina-nitida_obj00006_plane000.jpg,Candeina_nitida,264,264
ZF6795-Candeina-nitida_obj00014_plane000.jpg,Candeina_nitida,173,196
742120_ex307691_obj00116.jpg,Candeina_nitida,433,415
ZF6779-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,189,175
ZF6778-Candeina-nitida_obj00014_plane000.jpg,Candeina_nitida,238,254
ZF6773-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,166,190
ZF6789-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,183,215
727666_ex307643_obj00777.jpg,Candeina_nitida,314,341
ZF6794-Candeina-nitida_obj00019_plane000.jpg,Candeina_nitida,314,274
ZF6777-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,207,211
ZF6798-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,198,225
ZF6777-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,284,323
ZF6798-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,197,236
743582_ex307696_obj00117.jpg,Candeina_nitida,637,624
ZF6792-Candeina-nitida_obj00019_plane000.jpg,Candeina_nitida,183,187
724057_ex307633_obj00350.jpg,Candeina_nitida,270,263
ZF6775-Candeina-nitida_obj00004_plane000.jpg,Candeina_nitida,188,190
ZF6775-Candeina-nitida_obj00003_plane000.jpg,Candeina_nitida,223,226
741977_ex307690_obj00840.jpg,Candeina_nitida,346,309
727491_ex307643_obj00505.jpg,Candeina_nitida,451,443
723745_ex307632_obj00714.jpg,Candeina_nitida,522,550
734828_ex307664_obj00700.jpg,Candeina_nitida,574,566
ZF6804-Candeina-nitida_obj00001_plane000.jpg,Candeina_nitida,163,177
735164_ex307666_obj00338.jpg,Candeina_nitida,693,690
722961_ex307630_obj00677.jpg,Candeina_nitida,490,518
ZF6772-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,210,201
727097_ex307642_obj00163.jpg,Candeina_nitida,530,512
ZF6773-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,267,280
ZF6775-Candeina-nitida_obj00002_plane000.jpg,Candeina_nitida,154,181
742284_ex307691_obj00359.jpg,Candeina_nitida,484,414
727633_ex307643_obj00733.jpg,Candeina_nitida,631,614
ZF6798-Candeina-nitida_obj00010_plane000.jpg,Candeina_nitida,244,236
ZF6776-Candeina-nitida_obj00010_plane000.jpg,Candeina_nitida,224,239
ZF6798-Candeina-nitida_obj00005_plane000.jpg,Candeina_nitida,244,232
728285_ex307644_obj00770.jpg,Candeina_nitida,381,322
773489_ex307833_obj00283.jpg,Globigerina_bulloides,396,460
773236_ex307830_obj00403.jpg,Globigerina_bulloides,346,386
756499_ex307784_obj00060.jpg,Globigerina_bulloides,370,337
766026_ex307808_obj00496.jpg,Globigerina_bulloides,610,544
766888_ex307811_obj00008.jpg,Globigerina_bulloides,389,436
768311_ex307813_obj00852.jpg,Globigerina_bulloides,503,533
752194_ex307716_obj00245.jpg,Globigerina_bulloides,357,330
740602_ex307686_obj00636.jpg,Globigerina_bulloides,308,373
745699_ex307701_obj00445.jpg,Globigerina_bulloides,316,341
726434_ex307639_obj00931.jpg,Globigerina_bulloides,582,604
761318_ex307796_obj00625.jpg,Globigerina_bulloides,395,404
744715_ex307699_obj00534.jpg,Globigerina_bulloides,372,372
ZF6065-Globigerina-bulloides_obj00004_plane000.jpg,Globigerina_bulloides,329,373
767645_ex307812_obj00887.jpg,Globigerina_bulloides,343,352
725203_ex307637_obj00841.jpg,Globigerina_bulloides,301,359
770366_ex307823_obj00061.jpg,Globigerina_bulloides,340,337
764478_ex307806_obj00037.jpg,Globigerina_bulloides,605,534
753747_ex307718_obj00364.jpg,Globigerina_bulloides,328,352
746539_ex307704_obj00494.jpg,Globigerina_bulloides,524,576
744164_ex307698_obj00185.jpg,Globigerina_bulloides,546,579
721733_ex307628_obj00080.jpg,Globigerina_bulloides,447,414
758249_ex307790_obj00329.jpg,Globigerina_bulloides,504,485
724694_ex307637_obj00034.jpg,Globigerina_bulloides,584,553
747257_ex307706_obj00461.jpg,Globigerina_bulloides,437,446
756560_ex307784_obj00207.jpg,Globigerina_bulloides,332,288
740990_ex307687_obj00801.jpg,Globigerina_bulloides,274,275
725552_ex307638_obj00505.jpg,Globigerina_bulloides,389,408
759875_ex307793_obj00940.jpg,Globigerina_bulloides,382,387
725410_ex307638_obj00224.jpg,Globigerina_bulloides,620,586
751350_ex307712_obj01508.jpg,Globigerina_bulloides,319,320
776553_ex307844_obj00300.jpg,Globigerina_bulloides,427,428
724633_ex307636_obj01135.jpg,Globigerina_bulloides,573,484
749940_ex307711_obj00838.jpg,Globigerina_bulloides,364,386
746283_ex307704_obj00119.jpg,Globigerina_bulloides,434,431
755694_ex307781_obj00638.jpg,Globigerina_bulloides,587,590
746555_ex307704_obj00518.jpg,Globigerina_bulloides,525,593
771218_ex307824_obj00391.jpg,Globigerina_bulloides,742,663
ZF6062-Globigerina-bulloides_obj00007_plane000.jpg,Globigerina_bulloides,243,211
744815_ex307699_obj00694.jpg,Globigerina_bulloides,389,340
739393_ex307683_obj00475.jpg,Globigerina_bulloides,309,331
773141_ex307830_obj00252.jpg,Globigerina_bulloides,416,452
774646_ex307837_obj00509.jpg,Globigerina_bulloides,550,529
726442_ex307639_obj00941.jpg,Globigerina_bulloides,483,583
775265_ex307839_obj00333.jpg,Globigerina_bulloides,526,560
744745_ex307699_obj00582.jpg,Globigerina_bulloides,426,393
755794_ex307781_obj00939.jpg,Globigerina_bulloides,675,583
746722_ex307705_obj00297.jpg,Globigerina_bulloides,384,492
768516_ex307814_obj00106.jpg,Globigerina_bulloides,433,354
746709_ex307705_obj00267.jpg,Globigerina_bulloides,525,432
751686_ex307715_obj00425.jpg,Globigerina_bulloides,478,518
766259_ex307809_obj00050.jpg,Globigerina_bulloides,492,490
774056_ex307835_obj00022.jpg,Globigerina_bulloides,431,397
746176_ex307703_obj00467.jpg,Globigerina_bulloides,466,484
754008_ex307718_obj00770.jpg,Globigerina_bulloides,335,340
745356_ex307700_obj00720.jpg,Globigerina_bulloides,290,267
773410_ex307833_obj00171.jpg,Globigerina_bulloides,405,375
776621_ex307844_obj00404.jpg,Globigerina_bulloides,413,410
736781_ex307672_obj00376.jpg,Globigerina_bulloides,388,434
759839_ex307793_obj00879.jpg,Globigerina_bulloides,510,495
720048_ex307625_obj00073.jpg,Globigerina_bulloides,430,389
745364_ex307700_obj00736.jpg,Globigerina_bulloides,293,259
772110_ex307827_obj00542.jpg,Globigerina_bulloides,524,571
733557_ex307660_obj00342.jpg,Globigerina_bulloides,287,287
749424_ex307711_obj00028.jpg,Globigerina_bulloides,395,441
740778_ex307687_obj00300.jpg,Globigerina_bulloides,293,415
758157_ex307790_obj00204.jpg,Globigerina_bulloides,468,429
753178_ex307717_obj00492.jpg,Globigerina_bulloides,377,414
746364_ex307704_obj00235.jpg,Globigerina_bulloides,479,478
746159_ex307703_obj00435.jpg,Globigerina_bulloides,336,331
770888_ex307823_obj00762.jpg,Globigerina_bulloides,589,648
755759_ex307781_obj00836.jpg,Globigerina_bulloides,545,432
ZF6065-Globigerina-bulloides_obj00016_plane000.jpg,Globigerina_bulloides,211,232
771275_ex307824_obj00467.jpg,Globigerina_bulloides,480,424
729463_ex307649_obj00507.jpg,Globigerina_bulloides,335,321
773753_ex307834_obj00220.jpg,Globigerina_bulloides,353,443
736643_ex307672_obj00150.jpg,Globigerina_bulloides,309,322
752708_ex307716_obj01537.jpg,Globigerina_bulloides,301,322
751790_ex307715_obj00700.jpg,Globigerina_bulloides,353,446
744620_ex307699_obj00351.jpg,Globigerina_bulloides,426,352
744519_ex307699_obj00204.jpg,Globigerina_bulloides,433,399
755961_ex307782_obj00300.jpg,Globigerina_bulloides,342,357
ZF6091-Globigerina-bulloides_obj00007_plane000.jpg,Globigerina_bulloides,167,131
755673_ex307781_obj00553.jpg,Globigerina_bulloides,473,564
773766_ex307834_obj00238.jpg,Globigerina_bulloides,414,431
749423_ex307711_obj00027.jpg,Globigerina_bulloides,363,305
750005_ex307711_obj00926.jpg,Globigerina_bulloides,314,291
759055_ex307791_obj00958.jpg,Globigerina_bulloides,440,441
756967_ex307785_obj00042.jpg,Globigerina_bulloides,382,385
746225_ex307704_obj00037.jpg,Globigerina_bulloides,396,481
757087_ex307785_obj00358.jpg,Globigerina_bulloides,386,400
ZF6065-Globigerina-bulloides_obj00011_plane000.jpg,Globigerina_bulloides,252,259
747738_ex307707_obj00103.jpg,Globigerina_bulloides,413,355
745087_ex307700_obj00249.jpg,Globigerina_bulloides,349,348
744505_ex307699_obj00176.jpg,Globigerina_bulloides,475,453
769288_ex307817_obj00786.jpg,Globigerina_bulloides,419,403
772489_ex307828_obj00667.jpg,Globigerina_bulloides,421,390
753046_ex307717_obj00271.jpg,Globigerina_bulloides,395,407
ZF6072-Globigerina-bulloides_obj00002_plane000.jpg,Globigerina_bulloides,153,162
728097_ex307644_obj00502.jpg,Globigerina_bulloides,410,365
ZF6074-Globigerina-bulloides_obj00008_plane000.jpg,Globigerina_bulloides,157,111
ZF6934-Globigerina-bulloides_obj00042_plane000.jpg,Globigerina_bulloides,189,173
764224_ex307805_obj00769.jpg,Globigerina_bulloides,570,492
747666_ex307707_obj00008.jpg,Globigerina_bulloides,441,477
724225_ex307636_obj00173.jpg,Globigerina_bulloides,554,536
750615_ex307712_obj00417.jpg,Globigerina_bulloides,371,460
738120_ex307677_obj00920.jpg,Globigerina_bulloides,336,337
739153_ex307682_obj00621.jpg,Globigerina_bulloides,375,415
769561_ex307818_obj00481.jpg,Globigerina_bulloides,430,394
746533_ex307704_obj00485.jpg,Globigerina_bulloides,487,480
757470_ex307789_obj00185.jpg,Globigerina_bulloides,444,432
750054_ex307711_obj01007.jpg,Globigerina_bulloides,396,366
724169_ex307636_obj00038.jpg,Globigerina_bulloides,662,721
772035_ex307827_obj00383.jpg,Globigerina_bulloides,661,602
756787_ex307784_obj00776.jpg,Globigerina_bulloides,518,443
768717_ex307814_obj00628.jpg,Globigerina_bulloides,370,350
751980_ex307715_obj01238.jpg,Globigerina_bulloides,307,323
756689_ex307784_obj00556.jpg,Globigerina_bulloides,283,344
726166_ex307639_obj00485.jpg,Globigerina_bulloides,532,415
757167_ex307785_obj00536.jpg,Globigerina_bulloides,493,485
745368_ex307700_obj00740.jpg,Globigerina_bulloides,382,323
ZF6935-Globigerina-bulloides_obj00019_plane000.jpg,Globigerina_bulloides,238,240
759955_ex307793_obj01070.jpg,Globigerina_bulloides,795,765
775700_ex307841_obj00616.jpg,Globigerina_bulloides,350,319
ZF6075-Globigerina-bulloides_obj00006_plane000.jpg,Globigerina_bulloides,111,106
ZF6062-Globigerina-bulloides_obj00015_plane000.jpg,Globigerina_bulloides,232,194
766618_ex307809_obj00788.jpg,Globigerina_bulloides,500,420
749298_ex307710_obj00838.jpg,Globigerina_bulloides,293,306
772141_ex307827_obj00615.jpg,Globigerina_bulloides,396,492
756035_ex307782_obj00572.jpg,Globigerina_bulloides,445,411
729354_ex307649_obj00357.jpg,Globigerina_bulloides,370,373
734508_ex307662_obj00206.jpg,Globigerina_bulloides,399,383
749198_ex307710_obj00692.jpg,Globigerina_bulloides,424,406
757840_ex307789_obj00736.jpg,Globigerina_bulloides,704,830
773581_ex307833_obj00416.jpg,Globigerina_bulloides,396,474
769433_ex307818_obj00264.jpg,Globigerina_bulloides,441,406
ZF6075-Globigerina-bulloides_obj00001_plane000.jpg,Globigerina_bulloides,95,91
721509_ex307627_obj00816.jpg,Globigerina_bulloides,311,348
720894_ex307626_obj00720.jpg,Globigerina_bulloides,651,757
724490_ex307636_obj00845.jpg,Globigerina_bulloides,650,595
745135_ex307700_obj00319.jpg,Globigerina_bulloides,311,292
752806_ex307716_obj01829.jpg,Globigerina_bulloides,378,434
777444_ex307845_obj00763.jpg,Globigerina_bulloides,568,642
774488_ex307837_obj00258.jpg,Globigerina_bulloides,479,513
773942_ex307834_obj00525.jpg,Globigerina_bulloides,374,400
ZF6070-Globigerina-bulloides_obj00001_plane000.jpg,Globigerina_bulloides,208,183
721038_ex307627_obj00018.jpg,Globigerina_bulloides,417,448
ZF6065-Globigerina-bulloides_obj00027_plane000.jpg,Globigerina_bulloides,203,175
773875_ex307834_obj00420.jpg,Globigerina_bulloides,329,394
755882_ex307782_obj00099.jpg,Globigerina_bulloides,263,343
747923_ex307707_obj00372.jpg,Globigerina_bulloides,497,437
ZF6093-Globigerina-bulloides_obj00003_plane000.jpg,Globigerina_bulloides,214,252
720909_ex307626_obj00743.jpg,Globigerina_bulloides,486,578
ZF6084-Globigerina-bulloides_obj00010_plane000.jpg,Globigerina_bulloides,222,196
723502_ex307632_obj00330.jpg,Globigerina_bulloides,595,623
755606_ex307781_obj00229.jpg,Globigerina_bulloides,388,344
752021_ex307715_obj01352.jpg,Globigerina_bulloides,351,338
725087_ex307637_obj00684.jpg,Globigerina_bulloides,396,407
744248_ex307698_obj00308.jpg,Globigerina_bulloides,380,396
756773_ex307784_obj00749.jpg,Globigerina_bulloides,412,331
750945_ex307712_obj00893.jpg,Globigerina_bulloides,407,354
776417_ex307844_obj00096.jpg,Globigerina_bulloides,498,448
769777_ex307818_obj00892.jpg,Globigerina_bulloides,333,369
754237_ex307775_obj00130.jpg,Globigerina_bulloides,363,302
724710_ex307637_obj00073.jpg,Globigerina_bulloides,487,400
757127_ex307785_obj00452.jpg,Globigerina_bulloides,524,438
754915_ex307779_obj00245.jpg,Globigerina_bulloides,487,386
ZF6065-Globigerina-bulloides_obj00020_plane000.jpg,Globigerina_bulloides,196,203
ZF6068-Globigerina-bulloides_obj00001_plane000.jpg,Globigerina_bulloides,148,126
758184_ex307790_obj00242.jpg,Globigerina_bulloides,435,343
749696_ex307711_obj00447.jpg,Globigerina_bulloides,360,288
724749_ex307637_obj00124.jpg,Globigerina_bulloides,625,645
724264_ex307636_obj00283.jpg,Globigerina_bulloides,522,631
774034_ex307834_obj00657.jpg,Globigerina_bulloides,416,429
ZF6093-Globigerina-bulloides_obj00004_plane000.jpg,Globigerina_bulloides,190,230
744138_ex307698_obj00147.jpg,Globigerina_bulloides,517,442
752177_ex307716_obj00212.jpg,Globigerina_bulloides,400,392
756961_ex307785_obj00027.jpg,Globigerina_bulloides,575,483
756774_ex307784_obj00753.jpg,Globigerina_bulloides,479,445
774742_ex307837_obj00712.jpg,Globigerina_bulloides,371,379
730413_ex307653_obj00061.jpg,Globigerina_bulloides,293,271
ZF6929-Globigerina-bulloides_obj00010_plane000.jpg,Globigerina_bulloides,140,153
775581_ex307841_obj00429.jpg,Globigerina_bulloides,428,389
721693_ex307628_obj00006.jpg,Globigerina_bulloides,288,322
747827_ex307707_obj00234.jpg,Globigerina_bulloides,368,312
723659_ex307632_obj00574.jpg,Globigerina_bulloides,301,334
744785_ex307699_obj00650.jpg,Globigerina_bulloides,533,611
745724_ex307701_obj00486.jpg,Globigerina_bulloides,320,312
775553_ex307841_obj00388.jpg,Globigerina_bulloides,431,372
767238_ex307812_obj00108.jpg,Globigerina_bulloides,314,292
771372_ex307824_obj00607.jpg,Globigerina_bulloides,479,456
758252_ex307790_obj00334.jpg,Globigerina_bulloides,529,550
739379_ex307683_obj00448.jpg,Globigerina_bulloides,447,469
764328_ex307805_obj01054.jpg,Globigerina_bulloides,482,456
755879_ex307782_obj00095.jpg,Globigerina_bulloides,435,522
744276_ex307698_obj00355.jpg,Globigerina_bulloides,497,477
755742_ex307781_obj00792.jpg,Globigerina_bulloides,429,366
744532_ex307699_obj00221.jpg,Globigerina_bulloides,494,406
ZF6929-Globigerina-bulloides_obj00017_plane000.jpg,Globigerina_bulloides,174,196
753363_ex307717_obj00901.jpg,Globigerina_bulloides,403,478
ZF6069-Globigerina-bulloides_obj00008_plane000.jpg,Globigerina_bulloides,161,134
771995_ex307827_obj00257.jpg,Globigerina_bulloides,458,483
746407_ex307704_obj00301.jpg,Globigerina_bulloides,400,446
769017_ex307817_obj00169.jpg,Globigerina_bulloides,356,407
724651_ex307636_obj01169.jpg,Globigerina_bulloides,480,505
746569_ex307705_obj00022.jpg,Globigerina_bulloides,442,378
729470_ex307649_obj00518.jpg,Globigerina_bulloides,400,454
769351_ex307818_obj00106.jpg,Globigerina_bulloides,507,656
745330_ex307700_obj00668.jpg,Globigerina_bulloides,293,317
747115_ex307706_obj00217.jpg,Globigerina_bulloides,335,385
747897_ex307707_obj00333.jpg,Globigerina_bulloides,368,441
726343_ex307639_obj00792.jpg,Globigerina_bulloides,413,477
726287_ex307639_obj00698.jpg,Globigerina_bulloides,609,497
754876_ex307779_obj00156.jpg,Globigerina_bulloides,605,539
720130_ex307625_obj00194.jpg,Globigerina_bulloides,388,400
759423_ex307793_obj00116.jpg,Globigerina_bulloides,385,334
726436_ex307639_obj00934.jpg,Globigerina_bulloides,344,418
ZF6934-Globigerina-bulloides_obj00033_plane000.jpg,Globigerina_bulloides,193,232
726588_ex307640_obj00113.jpg,Globigerina_bulloides,430,372
